id,Found?,old ID,pieces,name,series,artist,imageUrl,boxImageUrl,autoUrl,autoUrl1,autoUrl2
12000086,Yes,,1000,E,Awesome Alphabet,Colin Thompson,https://ravensburger.cloud/images/produktseiten/820x600/12000086.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000086.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000086_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000086_2.webp
12000087,Yes,,1000,No Ball Games,,Ailsa Black,https://ravensburger.cloud/images/produktseiten/820x600/12000087.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000087.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000087_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000087_2.webp
12000088,Unverified,,1000,Winter on the Farm,,Trevor Mitchell,https://i.ebayimg.com/images/g/O40AAOSwx3RfKmqM/s-l1200.jpg,,https://ravensburger.cloud/images/produktseiten/820x600/12000088.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000088_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000088_2.webp
12000089,Yes,,1000,Myths & Legends,,Aimee Stewart,https://ravensburger.cloud/images/produktseiten/820x600/12000089_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000089.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000089_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000089_2.webp
12000090,Yes,,1000,The Scoreboard End ,Leisure Days,Kevin Walsh,https://ravensburger.cloud/images/produktseiten/820x600/12000090_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000090.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000090_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000090_2.webp
12000091,Yes,,1000,"Kinsale Harbour, County Cork",Irish Collection,,https://ravensburger.cloud/images/produktseiten/820x600/12000091_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000091.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000091_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000091_2.webp
12000092,Yes,,1000,Die Eiskönigin,Disney Collector's Edition,,https://ravensburger.cloud/images/produktseiten/820x600/12000092_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000092.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000092_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000092_2.webp
12000093,No,,,,,,,,https://ravensburger.cloud/images/produktseiten/820x600/12000093.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000093_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000093_2.webp
12000094,Yes,,500,Best Disney Themes,,,https://ravensburger.cloud/images/produktseiten/820x600/12000094_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000094.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000094_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000094_2.webp
12000095,Unverified,,1000,Christmas is Coming!,,,https://m.media-amazon.com/images/I/81BbvNVZ18L._AC_SX679_.jpg,,https://ravensburger.cloud/images/produktseiten/820x600/12000095.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000095_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000095_2.webp
12000096,Yes,,1000,Hades,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000096_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000096.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000096_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000096_2.webp
12000097,Yes,,1000,Evil Queen,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000097_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000097.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000097_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000097_2.webp
12000098,Yes,,1000,Ratigan,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000098_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000098.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000098_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000098_2.webp
12000099,Yes,,1000,Yzma,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000099_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000099.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000099_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000099_2.webp
12000100,Yes,,1000,Dr. Facilier,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000100_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000100.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000100_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000100_2.webp
12000101,Yes,,1000,Scar,Disney Villainous,,https://ravensburger.cloud/images/produktseiten/820x600/12000101_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000101.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000101_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000101_2.webp
12000102,Yes,,1000,Knitty Kitty,,,https://ravensburger.cloud/images/produktseiten/820x600/12000102_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000102.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000102_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000102_2.webp
12000103,Yes,,1000,Rotterdam,Cities of the world,,https://m.media-amazon.com/images/I/91-y9xXeY8L._AC_SL1500_.jpg,https://ravensburger.cloud/images/produktseiten/820x600/12000103.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000103.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000103_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000103_2.webp
12000104,Yes,,654,Krypt Pink,Krypt,,https://ravensburger.cloud/images/produktseiten/820x600/12000104_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000104.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000104_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000104_2.webp
12000105,Yes,,1000,The Treasure Trove,,,https://puzzlemania-154aa.kxcdn.com/products/2024/puzzle-ravensburger-1000-pieces-treasure-trove.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000105.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000105.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000105_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000105_2.webp
12000106,Yes,,1000,Groningen,Cities of the world,,https://www.dezwerver.nl/media/products/28252/puzzel_groningen.jpg,https://ravensburger.cloud/images/produktseiten/820x600/12000106.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000106.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000106_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000106_2.webp
12000107,Yes,,1000,Great Wave off Kanagawa,Art Collection,,https://m.media-amazon.com/images/I/81YDAAXpt+L._AC_SX679_.jpg,https://ravensburger.cloud/images/produktseiten/820x600/12000107.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000107.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000107_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000107_2.webp
12000108,Yes,,1000,Pinocchio,Disney Collector's Edition,,https://ravensburger.cloud/images/produktseiten/820x600/12000108_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000108.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000108_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000108_2.webp
12000109,Yes,,1000,Alice im Wunderland,Disney Collector's Edition,,https://ravensburger.cloud/images/produktseiten/820x600/12000109_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000109.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000109_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000109_2.webp
12000110,Yes,,1000,Haifoss auf Island,Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000110_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000110.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000110_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000110_2.webp
12000111,Yes,,1000,"Kopenhagen, Dänemark",Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000111_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000111.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000111_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000111_2.webp
12000112,Yes,,1000,"Reine, Lofoten, Norwegen",Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000112_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000112.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000112_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000112_2.webp
12000113,Yes,,1000,"Häuser in Aarhus, Dänemark",Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000113_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000113.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000113_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000113_2.webp
12000114,Yes,,1000,"Stockholm, Schweden",Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000114_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000114.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000114_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000114_2.webp
12000115,Yes,,1000,Fjord in Norwegen,Scandinavian Places,,https://ravensburger.cloud/images/produktseiten/820x600/12000115_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000115.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000115_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000115_2.webp
12000116,Yes,,1000,Challenge Glitter,Challenge,,https://ravensburger.cloud/images/produktseiten/820x600/12000116_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000116.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000116_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000116_2.webp
12000117,Yes,,1000,Birkenwald,Power of nature,,https://ravensburger.cloud/images/produktseiten/820x600/12000117_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000117.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000117_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000117_2.webp
12000118,Yes,,1000,Zion Canyon USA,Power of nature,,https://ravensburger.cloud/images/produktseiten/820x600/12000118_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000118.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000118_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000118_2.webp
12000119,Yes,,1000,A Pirate's Life,,,https://ravensburger.cloud/images/produktseiten/820x600/12000119_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000119.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000119_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000119_2.webp
12000120,Yes,,1000,F & G,Awesome Alphabet,,https://ravensburger.cloud/images/produktseiten/820x600/12000120_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000120.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000120_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000120_2.webp
12000121,Yes,,1000,Blooming Beautiful,,,https://ravensburger.cloud/images/produktseiten/820x600/12000121_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000121.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000121_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000121_2.webp
12000122,Yes,,1000,Camping & Caravanning,Leisure Days,,https://ravensburger.cloud/images/produktseiten/820x600/12000122_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000122.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000122_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000122_2.webp
12000123,Yes,,1000,Cherry Blossom Time,,Véronique Oodian,https://ravensburger.cloud/images/produktseiten/820x600/12000123.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000123.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000123_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000123_2.webp
12000124,Yes,,1000,Crazy Cats... Bingley's Bookclub,,,https://ravensburger.cloud/images/produktseiten/820x600/12000124_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000124.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000124_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000124_2.webp
12000125,Yes,,1000,Forth Bridge at Sunset,,,https://ravensburger.cloud/images/produktseiten/820x600/12000125_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000125.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000125_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000125_2.webp
12000126,Yes,,1000,The Gardener's Shed,My Haven,,https://ravensburger.cloud/images/produktseiten/820x600/12000126_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000126.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000126_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000126_2.webp
12000127,Yes,,1000,The Four Seasons,,,https://ravensburger.cloud/images/produktseiten/820x600/12000127_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000127.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000127_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000127_2.webp
12000128,Yes,,1000,Amazing Birds,,,https://ravensburger.cloud/images/produktseiten/820x600/12000128_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000128.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000128_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000128_2.webp
12000129,Yes,,1000,Origami Meditations,,,https://ravensburger.cloud/images/produktseiten/820x600/12000129.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000129.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000129_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000129_2.webp
12000130,Yes,,1000,Family Vacation,,,https://ravensburger.cloud/images/produktseiten/820x600/12000130_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000130.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000130_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000130_2.webp
12000131,Yes,,1000,Flower Hill Lane,Down the Lane,,https://ravensburger.cloud/images/produktseiten/820x600/12000131_1.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000131.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000131_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000131_2.webp
12000132,Yes,,1000,Irish Collection 2 - Galway Romance,Irish Collection,Helen Condon,https://ravensburger.cloud/images/produktseiten/820x600/12000132.webp,,https://ravensburger.cloud/images/produktseiten/820x600/12000132.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000132_1.webp,https://ravensburger.cloud/images/produktseiten/820x600/12000132_2.webp
